University,Abbreviation,Department,Course title,Unit,Professor,Objective,Prerequisite,Required Skills,Outcome,References,Scores,Description,Projects,University Homepage,Course Homepage,Professor Homepage
University of Oslo,UIO,Mathematics and Natural Sciences,Applied Data Analysis and Machine Learning,,,,"[['Basic knowledge in programming and numerics:', 'MAT1100 – CalculusMAT1110 – Calculus and Linear AlgebraMAT1120 – Linear Algebra', 'One, or more, of the following courses:', 'INF1100 – Introduction to programming with scientific applications (continued)IN1900 – Introduction to Programming with Scientific ApplicationsMAT-INF1100 – Modelling and ComputationsMAT-INF1100L – Programming, Modelling and Computations (continued)MAT-IN1105 – Programming, Modelling and ComputationsIN-KJM1900 – Introduction to Programming for ChemistsBIOS1100 – Introduction to computational models for Biosciences', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            FYS-STK3155 – Applied Data Analysis and Machine Learning.\n        \n\n          3\n          credits overlap with\n          \n            IN3050 – Introduction to Artificial Intelligence and Machine Learning.\n        \n\n          3\n          credits overlap with\n          \n            IN4050 – Introduction to Artificial Intelligence and Machine Learning.\n        \n', 'Teaching', 'The teaching is given throughout the semester:\xa0', '4 hours of lectures per week4 hours of laboratory sessions for work on computational projects per week, for about 15 weeks.Weekly assignments', 'Examination', 'Home exams in the form of three project assignments that each counts\xa01/3 towards the\xa0final grade.', 'When writing your exercises\xa0make sure to familiarize yourself with the\xa0rules for use of sources and citations.\xa0Breach of these rules may lead to suspicion of\xa0attempted cheating.', 'It will also be counted as one of the three attempts to sit the exam for this course, if you sit the exam for one of the following courses: FYS-STK3155 – Applied Data Analysis and Machine Learning'], ['Subjects taught in English will only offer the exam paper in English. You may write your examination paper in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a scale from A to F, where A is the best grade and F is a fail. Read more about the grading system.'], ['Students who can document a valid reason for absence from the regular examination are\xa0offered a postponed examination at the beginning of the next semester.', 'Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/fys/FYS-STK4155/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Thermodynamics and Statistical Physics,Department of Physics,,,"[['In addition to fulfilling theHigher Education Entrance Qualification, applicants have to meet the following special admission requirements:', 'Mathematics R1 (or Mathematics S1 and S2) + R2', 'And in addition one of these:', 'Physics (1+2)Chemistry (1+2)Biology (1+2)Information technology (1+2)Geosciences (1+2)Technology and theories of research (1+2)', 'The special admission requirements may also be covered by equivalent studies from Norwegian upper secondary school or by other equivalent studies(in Norwegian).'], ['The following courses must be taken earlier than the first mandatory laboratory in FYS2160:', 'HMS0503 – Laboratory SafetyHMS0505 – Electricity Safety'], ['MAT1100 – CalculusMAT1110 – Calculus and Linear AlgebraMAT1120 – Linear AlgebraMAT-INF1100 – Modelling and ComputationsIN1900 – Introduction to Programming with Scientific ApplicationsFYS-MEK1110 – MechanicsFYS1120 – ElectromagnetismFYS2130 – Oscillations and WavesFYS2140 – Quantum Physics', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            FYS2169 – Statistisk mekanikk og termisk fysikk - Seminarvariant.\n        \n\n          4\n          credits overlap with\n          \n            KJM3310 – Physical Chemistry III - Statistical Thermodynamics for Chemistry.\n        \n\n          4\n          credits overlap with\n          \n            KJM4310 – Physical Chemistry III - Macromolecules, Condensed Phases and Dynamics.\n        \n', 'Teaching', 'The first lecture is mandatory. If you are unable to attend, the Department of Physics has to be informed no later than the same day (e-mail studieinfo@fys.uio.no), or else you will lose your place in the course.', 'The course is taught during a full semester:', '4 hours of lectures2-4 hours group/computer exercises per week.', 'This course has four mandatory assignments, and two laboratory exercises with mandatory reports.', 'At least 3 mandatory assignments plus reports from both laboratory exercises must be approved before you can sit the final exam. If you have participated in at least 10 group exercises, you only need to submit 2 mandatory assignments.', 'Regulations for mandatory assignments can be found here.', 'To attend mandatory laboratory classes it is required that the following courses must be taken earlier than the first compulsory laboratory in FYS2160:', 'HMS0503 – Laboratory SafetyHMS0505 – Electricity Safety', 'You will need to provide documentation that you have passed HMS0503 – Laboratory Safety and HMS0505 – Electricity Safety when you attend the first mandatory lab.', 'As\xa0the\xa0teaching involves laboratory and/or field work, you should consider taking out a separate travel and personal risk insurance.\xa0Read about your insurance cover as a student.', 'Examination', 'Final exam part one: a home exam which counts 60 % towards the final grade.Final exam part two: a written exam which counts 40 % towards the final grade.Both exams are\xa0held in the same week.', 'This course has mandatory exercises that must be approved before you can sit the final\xa0exam.', 'It will also be counted as one of the three attempts to sit the exam for this course, if you sit the exam for one of the following courses: FYS2169 – Statistisk mekanikk og termisk fysikk - Seminarvariant'], ['Approved calculatorRottman: ""Matematisk formelsamling""Øgrim and Lian or Angell and Lian: ""Fysiske størrelser og enheter""One A4 sheet with notes (2 pages)'], ['Subjects taught in English will only offer the exam paper in English. You may write your examination paper in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a scale from A to F, where A is the best grade and F is a fail. Read more about the grading system.'], ['This course offers both postponed and resit of examination. Read more:', 'Illness at exams / postponed examsWithdrawal during an examination / Resitting an examination'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/fys/FYS2160/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Undergraduate Research I,Department of Physics,,,"[['In addition to fulfilling the\xa0Higher Education Entrance Qualification, applicants have to meet the following special admission requirements:', 'Mathematics R1 (or Mathematics S1 and S2) + R2', 'And in addition one of these:', 'Physics (1+2)Chemistry (1+2)Biology (1+2)Information technology (1+2)Geosciences (1+2)Technology and theories of research (1+2)', 'The special admission requirements may also be covered by\xa0equivalent studies from Norwegian upper secondary school or by other equivalent studies\xa0(in Norwegian).', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            FYS2820 – Undergraduate Research II.\n        \n\n          10\n          credits overlap with\n          \n            FYS2830 – Undergraduate Research III.\n        \n', 'Teaching', 'Individual supervision upon agreement between professor and student.\xa0It is the student’s responsibility to find a supervisor with the capacity to offer a project assignment.', 'Project description', 'You must write a project description, which is to be signed by you and your supervisor, and sent or\xa0handed to the student administration\xa0for approval. The project description should contain', 'The aim of the projectA progress planA description of how\xa0the project should be limited\xa0in size and time so that the workload corresponds to the correct number of credits. 10 ECTS equals around 6 weeks or approximately 250 hours.Overview of which methods and instruments the student will be using/learning.Risk assessmentSupervision. As a starting point, supervision\xa0can be frequent at the start, followed by weekly meetings. If the student is expected to work with the project\xa0on specific\xa0days or times of the day, this should be stated in the project description. A student with an external assignment must have a contact person at the Department of Physics.Co-supervisors. If other people are involved in supervising the student, i.e. guidance and supervision of certain methods or instruments, their roles should be made clear from the project description.', 'The student’s responsibility', 'The student’s tasks should be outlined in the project description, although some changes might occur. \xa0If there are significant changes to the project, the student and\xa0supervisor should revise the project description so that the aims and responsibilities are still clear to everyone. During the project, you are part of the laboratory group, and you participate in cleaning and\xa0maintenance together with other users of the laboratory. However, you should not be given routine cleaning tasks that would normally be carried out by technical staff.', 'The\xa0teaching may involve\xa0laboratory and/or fieldwork, and you should consider taking out separate travel and personal risk insurance.\xa0Read about your insurance cover as a student.', 'Supervision', 'The student will need to have sufficient instruction regarding instruments and methods to be able to work safely and efficiently, but must expect to work with a large degree of independence. The type of supervision and frequency of supervision will depend on the project and its stage, but the supervisor is expected to follow up with the student and if necessary correct and help the student analyze the data. The supervisor should also give feedback to the student in the final stage of the project.', 'Project report', 'The\xa0project report\xa0is the basis for the evaluation of your work\xa0in the course. The report should include:', 'Description of the project aimBackground for the projectDescriptions of methods usedResultsDiscussion and conclusion', 'You should write the project report in a scientific manner. References should be included where appropriate, but the requirements for theoretical background should not be greater than the time limits for the assignment allow.', 'Examination', 'Written exam in the form of a\xa0project rapport, which is assessed pass/fail.Final oral exam, which is assessed pass/fail, consists of a presentation of the project work followed by an examination where the project will be discussed.', 'The project report must be passed before you can take the final oral exam.', 'It will also be counted as one of the three attempts to sit the exam for this course, if you sit the exam for one of the following courses: FYS2820 – Undergraduate Research II, FYS2830 – Undergraduate Research III.'], ['You may submit your response in Norwegian, Swedish, Danish or English.\xa0'], ['Grades are awarded on a pass/fail scale. Read more about the grading system.'], ['If you can document that you were ill or had other valid reasons for absence, you have the right to a deferred exam according to the normal regulations.', 'If you fail, you may be given the opportunity to hand in a revised project report within 1 week, if your supervisor and sensor agree that the scientific basis is sufficient.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/fys/FYS2810/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Undergraduate Research II,Department of Physics,,,"[['In addition to fulfilling the\xa0Higher Education Entrance Qualification, applicants have to meet the following special admission requirements:', 'Mathematics R1 (or Mathematics S1 and S2) + R2', 'And in addition one of these:', 'Physics (1+2)Chemistry (1+2)Biology (1+2)Information technology (1+2)Geosciences (1+2)Technology and theories of research (1+2)', 'The special admission requirements may also be covered by\xa0equivalent studies from Norwegian upper secondary school or by other equivalent studies\xa0(in Norwegian).', 'Overlapping courses', '\n\n          20\n          credits overlap with\n          \n            FYS2830 – Undergraduate Research III.\n        \n\n          10\n          credits overlap with\n          \n            FYS2810 – Undergraduate Research I.\n        \n', 'Teaching', 'Individual supervision upon agreement between professor and student.\xa0It is the student’s responsibility to find a supervisor with the capacity to offer a project assignment.', 'Project description', 'You must write a project description, which is to be signed by you and your supervisor, and sent or\xa0handed to the\xa0student administration\xa0for approval. The project description should contain:', 'The aim of the projectA progress planA description of how\xa0the project should be limited\xa0in size and time so that the workload corresponds to the correct number of credits. 20 ECTS equals around 12\xa0weeks or approximately 500 hours.Overview of which methods and instruments the student will be using/learning.Risk assessmentSupervision. As a starting point, supervision\xa0can be frequent at the start, followed by weekly meetings. If the student is expected to work with the project\xa0on specific\xa0days or times of the day, this should be stated in the project description. A student with an external assignment must have a contact person at the Department of Physics.Co-supervisors.\xa0If other people are involved in supervising the student, i.e. guidance and supervision of certain methods or instruments, their roles should be made clear from the project description.', '\u200bThe student’s responsibility', 'The student’s tasks should be outlined in the project description, although some changes might occur. If there are significant changes to the project, the student and\xa0supervisor should revise the project description so that the aims and responsibilities are still clear to everyone. During the project, you are part of the laboratory group, and you participate in cleaning and\xa0maintenance together with other users of the laboratory. However, you should not be given routine cleaning tasks that would normally be carried out by technical staff.', 'The\xa0teaching may involve\xa0laboratory and/or fieldwork, and you should consider taking out separate travel and personal risk insurance.\xa0Read about your insurance cover as a student.', 'Supervision', 'The student will need to have sufficient instruction regarding instruments and methods to be able to work safely and efficiently, but must expect to work with a large degree of independence. The type of supervision and frequency of supervision will depend on the project and its stage, but the supervisor is expected to follow up with the student and if necessary correct and help the student analyze the data. The supervisor should also give feedback to the student in the final stage of the project.', 'Project report', 'The\xa0project report\xa0is the basis for the evaluation of your work\xa0in the course. The report should include:', 'Description of the project aimBackground for the projectDescriptions of methods usedResultsDiscussion and conclusion', 'You should write the project report in a scientific manner. References should be included where appropriate, but the requirements for theoretical background should not be greater than the time limits for the assignment allow.', 'Examination', 'Written exam in the form of a project rapport, which is assessed pass/fail.Final oral exam, which is assessed pass/fail, consists of a presentation of the project work followed by an examination where the project will be discussed.', 'The project report must be passed before you can take the final oral exam.', 'It will also be counted as one of the three attempts to sit the exam for this course, if you sit the exam for one of the following courses: FYS2810 – Undergraduate Research I, FYS2830 – Undergraduate Research III.'], ['You may submit your response in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a pass/fail scale. Read more about the grading system.'], ['If you can document that you were ill or had other valid reasons for absence, you have the right to a deferred exam according to the normal regulations.', 'If you fail, you may be given the opportunity to hand in a revised project report within 2 weeks, if your supervisor and sensor agree that the scientific basis is sufficient.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/fys/FYS2820/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Undergraduate Research III,Department of Physics,,,"[['In addition to fulfilling the\xa0Higher Education Entrance Qualification, applicants have to meet the following special admission requirements:', 'Mathematics R1 (or Mathematics S1 and S2) + R2', 'And in addition one of these:', 'Physics (1+2)Chemistry (1+2)Biology (1+2)Information technology (1+2)Geosciences (1+2)Technology and theories of research (1+2)', 'The special admission requirements may also be covered by\xa0equivalent studies from Norwegian upper secondary school or by other equivalent studies\xa0(in Norwegian).', 'Overlapping courses', '\n\n          20\n          credits overlap with\n          \n            FYS2820 – Undergraduate Research II.\n        \n\n          10\n          credits overlap with\n          \n            FYS2810 – Undergraduate Research I.\n        \n', 'Teaching', 'Individual supervision upon agreement between professor and student.\xa0It is the student’s responsibility to find a supervisor with the capacity to offer a project assignment.', 'Project description', 'You must write a project description, which is to be signed by you and your supervisor, and sent or\xa0handed to the\xa0student administration\xa0for approval. The project description should contain:', 'The aim of the projectA progress planA description of how\xa0the project should be limited\xa0in size and time so that the workload corresponds to the correct number of credits. 30 ECTS equals around 19 weeks or approximately 750 hours.Overview of which methods and instruments the student will be using/learning.Risk assessmentSupervision. As a starting point, supervision\xa0can be frequent at the start, followed by weekly meetings. If the student is expected to work with the project\xa0on specific\xa0days or times of the day, this should be stated in the project description. A student with an external assignment must have a contact person at the Department of Physics.Co-supervisors.\xa0If other people are involved in supervising the student, i.e. guidance and supervision of certain methods or instruments, their roles should be made clear from the project description.', '\u200bThe student’s responsibility', 'The student’s tasks should be outlined in the project description, although some changes might occur. If there are significant changes to the project, the student and\xa0supervisor should revise the project description so that the aims and responsibilities are still clear to everyone. During the project, you are part of the laboratory group, and you participate in cleaning and\xa0maintenance together with other users of the laboratory. However, you should not be given routine cleaning tasks that would normally be carried out by technical staff.', 'The\xa0teaching may involve\xa0laboratory and/or fieldwork, and you should consider taking out separate travel and personal risk insurance.\xa0Read about your insurance cover as a student.', 'Supervision', 'The student will need to have sufficient instruction regarding instruments and methods to be able to work safely and efficiently, but must expect to work with a large degree of independence. The type of supervision and frequency of supervision will depend on the project and its stage, but the supervisor is expected to follow up with the student and if necessary correct and help the student analyze the data. The supervisor should also give feedback to the student in the final stage of the project.', 'Project report', 'The\xa0project report\xa0is the basis for the evaluation of your work\xa0in the course. The report should include:', 'Description of the project aimBackground for the projectDescriptions of methods usedResultsDiscussion and conclusion', 'You should write the project report in a scientific manner. References should be included where appropriate, but the requirements for theoretical background should not be greater than the time limits for the assignment allow.', 'Examination', 'Written exam in the form of a project rapport, which is assessed pass/fail.Final oral exam, which is assessed pass/fail, consists of a presentation of the project work followed by an examination where the project will be discussed.', 'The project report must be passed before you can take the final oral exam.', 'It will also be counted as one of the three attempts to sit the exam for this course, if you sit the exam for one of the following courses: FYS2810 – Undergraduate Research I, FYS2820 – Undergraduate Research II.'], ['You may submit your response in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a pass/fail scale. Read more about\xa0the grading system.'], ['If you can document that you were ill or had other valid reasons for absence,\xa0you have the right to a deferred exam according to the normal regulations.', 'If you fail, you may be given the opportunity to hand in a revised project report within 3 weeks, if your supervisor and sensor agree that the scientific basis is sufficient.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/fys/FYS2830/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Quantum Mechanics,Department of Physics,,,"[['In addition to fulfilling the\xa0Higher Education Entrance Qualification, applicants have to meet the following special admission requirements:', 'Mathematics R1 (or Mathematics S1 and S2) + R2', 'And in addition one of these:', 'Physics (1+2)Chemistry (1+2)Biology (1+2)Information technology (1+2)Geosciences (1+2)Technology and theories of research (1+2)', 'The special admission requirements may also be covered by equivalent studies from Norwegian upper secondary school or by other equivalent studies\xa0(in Norwegian).'], ['MAT1120 – Linear AlgebraFYS2130 – Oscillations and WavesFYS2140 – Quantum Physics', 'Teaching', 'The course is taught throughout the semester and includes 7 hours of teaching per week:', '4 hours of lectures\xa02+1 hours of exercises', 'This course has ca. 12 sets of weekly assignments. Before you can take\xa0the final exam, you must participate in the correction of and get at least three of the first six and at least three of the last six weekly assignments approved.', 'Regulations for mandatory assignments can be found here.', 'Examination', 'Home exam which counts 25 % towards the final gradeFinal written exam which counts 75 % towards the final grade', 'The final written examination must be passed in order to get a final\xa0grade in the course.', 'Before you can take the final written exam, you must participate in the correction of and get at least three of the first six and at least three of the last six weekly assignments approved.', 'When writing your exercises make sure to familiarize yourself with the\xa0rules for use of sources and citations.\xa0Breach of these rules may lead to suspicion of\xa0attempted cheating.'], ['Midterm exam:', 'All examination support materials allowed', 'Final written exam:', 'Approved calculatorK. Rottmann: ""Matematisk formelsamling""One handwritten A4 page with notes (2 pages)Textbook: A. Berera and L. Del Debbio, ""Quantum Mechanics""'], ['Subjects taught in English will only offer the exam paper in English.', 'You may write your examination paper in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a scale from A to F, where A is the best grade and F is a fail. Read more about the grading system.'], ['This course offers both postponed and resit of examination. Read more:', 'Illness at exams / postponed examsWithdrawal during an examination / Resitting an examination'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/fys/FYS3110/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Classical Mechanics and Electrodynamics,Department of Physics,,,"[['In addition to fulfilling the\xa0Higher Education Entrance Qualification, applicants have to meet the following special admission requirements:', 'Mathematics R1 (or Mathematics S1 and S2) + R2', 'And in addition one of these:', 'Physics (1+2)Chemistry (1+2)Biology (1+2)Information technology (1+2)Geosciences (1+2)Technology and theories of research (1+2)', 'The special admission requirements may also be covered by\xa0equivalent studies from Norwegian upper secondary school or by other equivalent studies\xa0(in Norwegian).'], ['MAT1100 – CalculusMAT1110 – Calculus and Linear AlgebraMAT1120 – Linear AlgebraMAT-INF1100 – Modelling and ComputationsIN1900 – Introduction to Programming with Scientific ApplicationsFYS-MEK1110 – MechanicsFYS1120 – Electromagnetism', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            FYS4120 – Classical mechanics and electrodynamics (discontinued).\n        \n', 'Teaching', 'The course is taught through a whole semester with 6\xa0hours of teaching per week:', '4 hours of lectures2 hours of problem-solving classes', 'This course has 12 mandatory assignments. A minimum of six of these must be submitted and approved before you can sit the final exam. Three of these must be from the first six assignments, and three from the final six.', 'Regulations for mandatory assignments can be found here.', 'Examination', 'Midterm home exam which counts 20 % towards the final grade.Final written exam, 4 hours, which counts 80 % towards the final grade.', 'A minimum of 6 out of 12 assignments\xa0must be approved before you can sit the final exam.', 'When writing your exercises make sure to familiarize yourself with the\xa0rules for use of sources and citations.\xa0Breach of these rules may lead to suspicion of\xa0attempted cheating.', 'It will also be counted as one of the three attempts to sit the exam for this course, if you sit the exam for one of the following courses: FYS4120 – Classical mechanics and electrodynamics (discontinued)'], ['Approved calculatorRottman: ""Matematisk formelsamling""Øgrim and Lian or Angell and Lian: ""Fysiske størrelser og enheter""Compendium with formulas for the course'], ['You may write your examination paper in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a scale from A to F, where A is the best grade and F is a fail. Read more about the grading system.'], ['This course offers both postponed and resit of examination. Read more:', 'Illness at exams / postponed examsWithdrawal during an examination / Resitting an examination'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/fys/FYS3120/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Mathematical Methods in Physics,Department of Physics,,,"[['In addition to fulfilling the\xa0Higher Education Entrance Qualification, applicants have to meet the following special admission requirements:', 'Mathematics R1 (or Mathematics S1 and S2) + R2', 'And in addition one of these:', 'Physics (1+2)Chemistry (1+2)Biology (1+2)Information technology (1+2)Geosciences (1+2)Technology and theories of research (1+2)', 'The special admission requirements may also be covered by\xa0equivalent studies from Norwegian upper secondary school or by other equivalent studies\xa0(in Norwegian).'], ['MAT1100 – CalculusMAT1110 – Calculus and Linear AlgebraMAT1120 – Linear Algebra', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            FYS4140 – Mathematical methods in physics (discontinued).\n        \n', 'Teaching', 'This course lasts a full semester with 8 hours of teaching per week:', '4 hours of lectures\xa04 hours of problem-solving sessions', 'This course has 12 mandatory assignments, of which\xa0at least 6 have to be approved before you can sit\xa0the final exam.', 'Regulations for mandatory assignments can be found here.', 'Examination', 'Midterm home exam which counts 25 % towards the final grade.Final written exam, 4 hours, which counts 75 % towards the final grade.', 'A minimum of 6 out of 12 mandatory assignments must be approved before you can sit the final exam.\xa0You must pass the final exam in order to receive a final\xa0grade in the course.', 'When writing your exercises make sure to familiarize yourself with the\xa0rules for use of sources and citations.\xa0Breach of these rules may lead to suspicion of\xa0attempted cheating.', 'It will also be counted as one of the three attempts to sit the exam for this course, if you sit the exam for one of the following courses: FYS4140 – Mathematical methods in physics (discontinued)'], ['Approved calculatorRottman: ""Matematisk formelsamling""Øgrim and Lian or Angell and Lian: ""Fysiske størrelser og enheter""Two A4 sheets with notes (you can write in both sides of the sheet)'], ['Subjects taught in English will only offer the exam paper in English. You may write your examination paper in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a scale from A to F, where A is the best grade and F is a fail. Read more about the grading system.'], ['Students who can document a valid reason for absence from the regular examination are offered a postponed examination at the beginning of the next semester.', 'Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/fys/FYS3140/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Computational Physics,Department of Physics,,,"[['In addition to fulfilling the\xa0Higher Education Entrance Qualification, applicants have to meet the following special admission requirements:', 'Mathematics R1 (or Mathematics S1 and S2) + R2', 'And in addition one of these:', 'Physics (1+2)Chemistry (1+2)Biology (1+2)Information technology (1+2)Geosciences (1+2)Technology and theories of research (1+2)', 'The special admission requirements may also be covered by equivalent studies from Norwegian upper secondary school or by other equivalent studies\xa0(in Norwegian).'], ['INF1000 – Introduction to object-oriented programming (continued) or IN1000 – Introduction to Object-oriented ProgrammingINF1100 – Introduction to programming with scientific applications (continued)IN1900 – Introduction to Programming with Scientific ApplicationsFYS-MEK1110 – MechanicsMAT1100 – CalculusMAT1110 – Calculus and Linear AlgebraMAT1120 – Linear Algebra', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            FYS4150 – Computational Physics.\n        \n', 'Teaching', 'The course extends over a full semester with 6 hours of teaching per week:', '4 hours of lectures2 hours of computer lab sessions', 'This\xa0course includes two mandatory assignments that must be approved before the final exam.', 'Examination', 'Three home exams which counts 1/3 towards the finale grade.', 'When writing your assignments make sure to familiarize yourself with the rules for use of sources and citations.\xa0Breach of these rules may lead to suspicion of attempted cheating.', 'This course has mandatory assignments that must be approved before you can sit the finale exam.', 'It will also be counted as one of the three attempts to sit the exam for this course, if you sit the exam for one of the following courses: FYS4150 – Computational Physics'], ['Subjects taught in English will only offer the exam paper in English. You may write your examination paper in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a scale from A to F, where A is the best grade and F is a fail. Read more about the grading system.'], ['Students who can document a valid reason for absence from the regular examination are\xa0offered a postponed examination at the beginning of the next semester.', 'Re-scheduled examinations are not offered to students who withdraw during, or did not pass the original examination.'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/fys/FYS3150/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Linear Circuit Theory,Department of Physics,,,"[['In addition to fulfilling the\xa0Higher Education Entrance Qualification, applicants have to meet the following special admission requirements:', 'Mathematics R1 (or Mathematics S1 and S2) + R2', 'And in addition one of these:', 'Physics (1+2)Chemistry (1+2)Biology (1+2)Information technology (1+2)Geosciences (1+2)Technology and theories of research (1+2)', 'The special admission requirements may also be covered by equivalent studies from Norwegian upper secondary school or by other equivalent studies\xa0(in Norwegian).'], ['The following HSE courses must be taken in the same semester or earlier than FYS3220:', 'HMS0503 – Laboratory SafetyHMS0505 – Electricity Safety'], ['MAT1100 – CalculusMAT1110 – Calculus and Linear AlgebraFYS1210 – Elementary Electronics with Project Work', 'Teaching', 'The course extends over one full semester:', '5 hours of teaching per week (lectures and problem solving)3 mandatory laboratory exercises, the duration of each are 4-6 hours', 'This course has 3 mandatory laboratory reports that must be approved before you can take the final exam.', 'Regulations for mandatory assignments can be found here.', 'As\xa0the\xa0teaching involves laboratory and/or field work, you should consider taking out a separate travel and personal risk insurance.\xa0Read about your insurance cover as a student.', 'Examination', 'Final oral or written exam which counts 100 % towards the final gradeAn oral or written examination is based on the number of students and will be decided after the course registration deadline', '3 mandatory laboratory reports must be approved before you can take the final exam.'], ['Approved calculator'], ['You may write your examination paper in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a scale from A to F, where A is the best grade and F is a fail. Read more about the grading system.'], ['This course offers both postponed and resit of examination. Read more:', 'Illness at exams / postponed examsWithdrawal during an examination / Resitting an examination'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/fys/FYS3220/index-eng.html,
University of Oslo,UIO,Mathematics and Natural Sciences,Sensors and Measurement Technology,Department of Physics,,,"[['In addition to fulfilling the\xa0Higher Education Entrance Qualification, applicants have to meet the following special admission requirements:', 'Mathematics R1 (or Mathematics S1 and S2) + R2', 'And in addition one of these:', 'Physics (1+2)Chemistry (1+2)Biology (1+2)Information technology (1+2)Geosciences (1+2)Technology and theories of research (1+2)', 'The special admission requirements may also be covered by equivalent studies from Norwegian upper secondary school or by other equivalent studies\xa0(in Norwegian).'], ['The following courses must be completed before the project work in FYS3231:', 'HMS0503 – Laboratory SafetyHMS0505 – Electricity Safety'], ['MAT1100 – CalculusMAT1110 – Calculus and Linear AlgebraMAT1120 – Linear AlgebraMAT-INF1100 – Modelling and ComputationsIN1900 – Introduction to Programming with Scientific ApplicationsFYS1120 – Electromagnetism', 'It would also be an advantage if you have completed FYS1210 – Elementary Electronics with Project Work.', 'Overlapping courses', '\n\n          10\n          credits overlap with\n          \n            FYS4231 – Sensors and Measurement Technology.\n        \n\n          10\n          credits overlap with\n          \n            FYS3230 – Sensors and measurement technology (continued).\n        \n', 'Teaching', 'The course spans over one full semester with the following teaching per week:', '2 hours of lectures2 hours of laboratory work \xa0', 'Please note that changes in the laboratory schedule might occur due to the pandemic.', 'The lecture consists of two parts, one with presentations from the teacher, and one with presentations from the students. The lectures also contain group work and discussion, active participation of the students is expected.', 'Mandatory laboratory assignments and a small presentation of a sensor type in class\xa0must be completed and approved before you can\xa0take the final exam.', 'Regulations for mandatory assignments can be found here.', 'As\xa0the\xa0teaching involves laboratory and/or fieldwork, you should consider taking out a separate travel and personal risk insurance.\xa0Read about your insurance cover as a student.', 'Examination', 'Final oral or written home exam\xa0which counts 100 % towards\xa0the final\xa0grade.', 'An oral or written home exam is decided based on the number of students who register for the course.', 'This course has mandatory exercises that must be approved before you can sit the final\xa0exam', 'It will also be counted as one of the three attempts to sit the exam for this course, if you sit the exam for one of the following courses: \u200bFYS4231 – Sensors and Measurement Technology, FYS3230 – Sensors and measurement technology (continued)'], ['For the home exam,\xa0all examination support material\xa0is allowed.', 'No examination support material is allowed for the oral exam.'], ['Subjects taught in English will only offer the exam paper in English.', 'You may write your examination paper in Norwegian, Swedish, Danish or English.'], ['Grades are awarded on a scale from A to F, where A is the best grade and F is a fail. Read more about the grading system.'], ['This course offers both postponed and resit of examination. Read more:', 'Illness at exams / postponed examsWithdrawal during an examination / Resitting an examination'], ['See more about examinations at UiO']]",,,,,,,https://www.uio.no,https://www.uio.no/studier/emner/matnat/fys/FYS3231/index-eng.html,
